n_places;milliseconds;valid_transitions
19;89.7968;0
19;202.071;2
19;94.072;0
19;85.1008;0
19;91.3101;0
19;88.0393;0
19;93.0566;0
19;3112.76;8
19;95.2738;0
19;96.8052;13
19;88.7579;0
19;594.457;2
19;94.3606;0
19;116.119;10
19;115.823;13
19;95.3349;0
19;2014.72;4
19;80.9828;8
19;222.573;6
19;75.8113;17
19;90.9778;0
19;98.2928;0
20;97.1227;4
20;121.775;4
20;76.7875;21
20;388.017;14
20;12362.6;1
20;121.434;12
20;198.938;6
20;95.4587;0
20;115.486;8
20;373.618;2
20;99.4696;0
20;124.53;7
20;87.4739;10
20;2938.85;5
20;74.6835;6
20;101.46;0
20;92.2574;2
20;1147.84;7
20;101.543;8
20;139.494;4
20;100.713;0
20;97.7904;0
20;965.998;2
20;96.0228;0
20;100.61;0
20;81.8639;9
20;98.1278;0
20;125.661;4
20;9352.13;4
20;86.7523;9
20;91.6911;7
20;268.509;15
20;90.1817;6
20;82.8604;4
20;99.0835;14
20;99.2263;0
20;101.564;0
20;98.9181;2
20;30659.7;0
20;103.109;6
20;100.893;0
20;93.8801;0
20;85.0826;3
20;94.9457;0
20;348.682;8
20;104.968;0
20;101.338;0
20;101.896;0
20;9345.75;8
20;94.4351;0
20;22251;2
20;8728.97;3
20;74.1116;15
20;156.922;0
20;511.676;8
20;96.0804;0
20;335.228;4
20;94.6526;0
20;2558.62;8
20;99.3358;1
20;1230.12;4
20;269.809;3
20;96.7764;0
20;128.772;1
20;87.7296;13
20;65.0306;9
20;161.724;3
20;107.915;0
20;93.1238;3
20;336.277;1
20;94.5922;0
20;85.7729;9
20;1330.78;3
20;72598.9;5
20;99.6562;0
20;408.975;2
20;117.802;12
20;102.419;0
20;2892.64;3
20;156.268;1
20;34868.6;3
20;127.024;10
20;1604.87;2
20;114.333;2
20;102.409;0
20;102.712;0
20;801.112;2
20;95.6383;0
20;108.052;3
20;98.4174;0
20;91.3878;6
20;265.885;4
20;103.145;0
20;23033.4;1
20;211.587;3
20;95.7755;0
20;230.046;5
20;94.7076;0
20;99.3739;0
20;101.2;0
