n_places;milliseconds;milliseconds_n_at_once;valid_transitions
19;64.5496;64.5311;12
19;93.9066;99.8555;4
19;69.9957;249.324;6
19;84.7157;87.235;6
19;308.979;476.577;5
19;129.856;118.189;3
19;93.8857;93.8162;3
19;3820.04;3020.95;11
19;105.33;101.122;5
19;137.586;136.77;8
19;550.644;1988.75;12
19;76.0387;76.0002;12
19;100.389;100.316;7
19;900.167;684.302;1
19;92.9597;93.1803;8
19;76.3175;76.22;3
19;83.1655;83.1211;7
19;191.773;196.243;9
19;246.49;243.942;7
19;76.968;73.4221;7
19;159.965;5574.53;4
19;253.556;254.73;8
19;146.37;146.201;4
19;356.162;344.851;7
19;78.0528;124.004;4
19;108.589;109.764;12
19;80.2989;84.4402;9
19;135.863;159.196;12
19;380.414;277.379;4
19;81.9031;81.7532;4
19;396.846;80.8346;8
19;112.316;119.005;9
19;105.385;469.3;1
19;127.767;125.639;6
20;164.445;162.507;12
20;755.932;880.69;7
20;83.9767;83.9053;11
20;77.2747;77.3093;8
20;82.8368;82.7228;10
20;73.9472;75.7181;0
20;153.006;148.819;1
20;1287.26;355.742;8
20;133.356;118.666;3
20;114.758;166.46;6
20;157.757;110.302;9
20;194.096;198.378;8
20;1507.98;128.673;6
20;123.123;122.824;9
20;102.644;141.184;6
20;285.663;539.149;4
20;1628.92;1185.42;3
20;66.756;66.6602;5
20;186.313;188.929;5
20;93.2797;93.5518;9
20;79.5171;79.486;9
20;108.521;124.714;11
20;132.003;101.216;5
20;425.012;109.141;3
20;101.452;95.1425;6
20;89.7299;89.7081;8
20;1035.71;1375.71;10
20;501.281;438.86;8
20;366.489;367.768;4
20;88.7465;89.0467;5
20;98.9027;101.309;8
20;140.348;1073.66;9
20;151.058;84.0667;4
20;418.186;409.734;4
20;816.591;878.958;3
20;76.4538;76.4407;10
20;163.589;166.087;12
20;77.2629;77.2305;3
20;357.472;345.37;9
20;141.75;141.537;5
20;99.0971;81.3728;6
20;3109.65;3182.76;2
20;212.751;837.965;7
20;93.8201;99.5782;3
