n_places;milliseconds;valid_transitions
16;134.438;11
16;135.397;9
16;170.769;5
16;171.066;6
16;295.609;6
16;10324.4;7
16;81.2035;6
16;226.314;5
16;11410.6;0
16;1722.66;4
16;166.738;3
16;753.83;5
16;188.549;6
16;160.833;2
16;179.437;7
16;6052.63;5
16;127.145;6
16;120.365;3
16;928.337;8
16;801.416;5
16;107.172;1
16;156.961;8
16;179.066;9
16;226.04;3
16;107.859;12
16;118.044;4
16;2871.97;5
16;281.301;5
16;3673.09;5
16;133.161;6
16;113.689;3
16;1526.71;1
16;140.39;7
16;631.2;2
16;12341.3;3
16;178.629;5
16;83.1932;5
16;647.128;12
16;3090.56;6
16;12042.7;4
16;234.203;10
16;135.019;8
16;14999.9;1
16;121.776;9
16;323.604;4
16;1746.68;4
16;1039.99;8
16;147.264;7
16;1818.36;2
16;96.0761;3
16;284.788;3
16;114.355;7
16;28741.7;2
16;113.936;4
16;164.119;8
16;5029.38;6
16;583.816;6
16;113.221;6
16;117.344;4
16;88.6385;8
16;820.497;11
16;146.283;7
16;387.724;5
16;143.015;4
16;154.565;7
16;104.457;4
16;335.033;6
16;128.25;13
16;129.85;11
16;155.55;7
16;233.544;8
16;3098.95;1
16;146.975;8
16;109.224;7
16;264.259;1
16;105.156;8
16;156.286;8
16;2791.83;6
16;109.463;11
16;611.112;7
16;76.6664;4
16;125.48;9
16;398.469;9
16;220.827;2
16;3722.92;1
16;518.094;4
16;193.75;5
16;104.715;8
16;2838.47;6
16;974.195;4
16;138.622;12
17;91.8397;3
17;405.74;3
17;143.014;5
17;442.901;6
17;108.251;5
17;86.1666;8
17;1379.45;3
17;6231.63;1
17;132.683;13
17;748.124;7
17;219.631;4
17;1382.41;4
17;241.085;2
17;744.623;8
17;15326;0
17;154.482;9
17;110.036;5
17;7249.96;2
17;4762.27;4
17;1250.23;0
17;141.258;6
17;7777.92;1
17;10905;2
17;165.19;7
17;181.785;4
17;318.618;6
17;121.686;13
17;5172.65;3
17;127.731;10
17;12362.1;8
17;115.813;7
17;362.675;9
17;201.575;9
17;516.781;4
17;94.7151;3
17;6258.74;4
17;31960.9;2
17;147.808;4
17;105.371;10
17;664.292;2
17;101.349;10
17;141.267;2
17;2813.08;6
17;203.619;4
17;342.415;4
17;7258.82;5
17;2608.06;7
17;1877.72;2
17;116.585;5
17;101.787;2
17;118.22;8
17;291.279;6
17;241.837;2
17;606.043;7
17;308.377;5
17;164.487;5
17;281.861;8
17;610.567;11
17;152.892;7
17;106.942;4
17;628.991;3
17;177.488;9
17;277.59;7
17;880.542;11
17;362.921;11
17;302.674;6
17;149.474;8
17;91.0987;9
17;126.806;8
17;120.303;13
17;116.049;3
17;191.951;13
17;1866.14;4
17;1819.71;6
17;176.609;6
17;154.394;9
17;113.228;8
17;30039.1;5
17;117.285;2
17;164.454;7
17;1511.65;7
17;158.679;7
17;235.298;3
17;969.703;7
17;125.123;7
17;174.362;11
17;269.84;8
17;900.998;2
17;640.425;4
17;105.577;4
17;7041.63;3
17;146.066;6
17;206.118;8
17;709.701;9
17;185.559;3
17;193.268;6
17;109.542;9
17;103.902;5
17;633.202;5
17;110.188;11
18;1314.55;5
18;495.276;5
18;561.63;5
18;206.722;8
18;106.103;12
18;122.576;7
18;348.742;7
18;98.7815;5
18;211.434;4
18;172.218;8
18;308.573;11
18;173.059;5
18;134.121;5
18;4730.81;4
18;196.487;10
18;161.302;9
18;191.344;5
18;875.574;6
18;150.345;10
18;123.11;6
18;450.984;8
18;138.26;10
18;12174.6;9
18;131.687;4
18;80.5691;5
18;591.02;1
18;121.489;7
18;132.466;11
18;361.169;4
18;1794.79;9
18;3249.86;11
18;795.683;9
18;14212.8;6
18;559.753;4
18;309.672;5
18;5801.46;2
18;233.186;12
18;118.476;5
18;5935.45;6
18;91.9189;8
18;217.652;2
18;1482.86;8
18;2154.31;3
18;157.566;5
18;341.509;8
18;195.343;5
18;3168.97;7
18;1851.64;4
18;136.576;7
18;1394.18;2
18;521.478;10
18;37532.7;7
18;99.7139;4
18;130.869;4
18;123.695;4
18;131.232;5
18;96.131;3
18;1646.74;8
18;193965;3
18;119.592;2
18;120.524;8
18;149.649;8
18;113.606;7
18;166.665;5
18;149.139;7
18;528.934;6
18;258.427;4
18;222.651;3
18;37971.1;5
18;124.704;6
18;178.018;6
18;30183.2;8
18;12733.1;2
18;601.873;8
18;137.28;8
18;1044.89;5
18;168.562;9
18;38987;5
18;263.454;8
18;95.3807;4
18;209.301;9
18;223.065;2
18;376.731;11
18;89.9782;6
18;7982.94;3
18;150.654;11
18;7332.07;12
18;321.689;7
18;20797.5;5
18;140.598;6
18;1657.94;4
18;200.753;8
18;638.855;7
18;2033.32;6
18;118.563;4
18;2575.54;5
18;127.468;6
18;109.983;5
18;103.443;8
18;169.721;7
19;1526.47;5
19;1707.09;7
19;471.786;7
19;3836.96;8
19;512.08;1
19;196.042;8
19;34458.1;0
19;169.667;6
19;126.265;8
19;1088.55;14
19;2207.25;4
19;574.329;7
19;189.496;8
19;867.811;6
19;140.053;14
19;1612.63;2
19;729.603;12
19;130.257;8
19;146.733;10
19;219.691;7
19;539.383;6
19;158.029;5
19;158.505;11
19;70479.4;3
19;1297.66;7
19;4110.99;3
19;569.767;3
19;809.07;2
19;11313;3
19;122.475;8
19;146.225;9
19;145.863;10
19;574.022;6
19;84.8107;9
19;105.659;11
19;7274.73;4
19;697.732;5
19;161.987;2
19;114.497;7
19;146.764;10
19;135.997;13
19;114.131;7
19;125.257;6
19;8802.47;12
19;150.523;12
19;93332.3;9
19;174.412;11
19;9805.24;11
19;8697.3;4
19;118.907;6
19;1992.73;5
19;137.411;7
19;7113.61;12
19;105759;6
19;376.189;8
19;118.886;11
19;6861.7;2
19;464.341;8
19;2943.24;4
19;391.735;5
19;99.0928;5
19;154.511;6
19;251.235;7
19;214.792;13
19;343.304;6
19;453.169;12
19;423.033;7
19;155.922;6
19;472.668;10
19;26852.9;10
19;1728.58;2
19;4350.72;4
19;1304.41;6
19;10923.8;7
19;1473.03;5
19;201.529;7
19;944.945;7
19;131.554;8
19;127.923;4
19;152.992;3
19;3598.16;8
19;130.321;7
19;2219.72;6
19;656.937;7
19;166.528;11
19;123529;6
19;3442.05;10
19;181.775;5
19;201.476;7
19;205.39;6
19;415.441;6
19;5030.01;6
19;149.796;10
19;96960.7;3
19;250.993;5
19;8541.49;9
19;111.207;13
19;175455;3
19;9008.16;4
19;14301.4;2
20;4140.84;3
20;125.073;15
20;169.925;4
20;517.086;5
20;730.117;11
20;608.304;4
20;6772.47;3
20;166.805;7
20;4954.03;4
20;4239.18;2
20;145.308;10
20;132.581;6
20;145.959;7
20;314.384;9
20;160.617;7
20;463.749;11
20;137.467;14
20;144.938;10
20;1254.6;10
20;181.638;7
20;122.338;10
20;197.803;9
20;11106.8;4
20;981.669;11
20;531.987;8
20;135.766;3
20;138.851;16
20;597.208;9
20;1414.94;11
20;616.381;6
20;125.557;8
20;534.865;11
20;3060.96;5
20;5324.56;6
20;2205.57;2
20;171.374;6
20;520.06;6
20;809.235;8
20;1225.11;5
20;28644.7;2
20;2989.21;10
20;8079.94;6
20;209.582;5
20;152.151;13
20;854.849;7
20;102.974;10
20;198.048;5
20;26994.3;8
20;5978.55;10
20;60594.4;4
20;960.554;5
20;233.929;1
20;124.58;1
20;1043.31;4
20;140.735;10
20;117.988;9
20;144.076;12
20;266.333;5
20;3773.39;1
20;308.013;4
20;173254;6
20;1529.74;9
20;35820.2;9
20;28083.8;10
20;214.666;10
20;14307.2;4
20;2481.17;7
20;403.625;12
20;1821.87;8
20;149.057;4
20;159.595;8
20;187.074;11
20;130.169;8
20;1747.27;10
20;465.27;2
20;168.613;11
20;5679.35;13
20;267.81;2
20;164.966;8
20;187.07;6
20;4712.71;8
20;189.882;8
20;823.644;5
20;668.795;4
20;3527.23;4
20;12905.7;7
20;2954.89;13
20;214.877;8
20;397.995;6
20;126.463;14
20;151.317;8
20;264.428;4
20;125.319;7
20;127.678;7
20;216.86;9
20;144.027;15
20;103.252;7
20;122.754;8
20;177.032;10
20;211.618;7
