n_places;milliseconds;valid_transitions
18;68.1981;3
18;167.215;7
18;150.769;7
18;190.694;8
18;93.8491;7
18;86.799;8
18;1899.41;9
18;4154.82;4
18;4274.47;6
18;239.387;7
18;291.76;10
18;21124.8;6
18;13153.9;4
18;6013.07;7
18;125.424;7
18;21987.4;4
18;62.9571;5
18;85.6587;7
18;77.8948;8
18;75.3828;5
18;127.82;2
19;110.654;5
19;257.231;11
19;3966.6;9
19;192.33;5
19;114.459;6
19;115.928;5
19;93.897;11
19;207.019;1
19;555.26;2
19;429.617;5
19;259.597;4
19;69.8907;2
19;438.275;9
19;259.182;7
19;509.953;11
19;160.35;5
19;72.5356;5
19;41821.3;5
19;210.181;6
19;76.9615;7
19;7330.76;2
19;4598.72;8
19;101.029;9
19;434.408;5
19;499.29;5
19;365.35;4
19;197.43;9
19;1152.49;6
19;11693.9;9
19;212.919;3
19;16549.4;10
19;97.5092;7
19;426.867;11
19;148.486;8
19;87.0248;4
19;83.3201;12
19;142.834;5
19;80.053;10
19;76.9603;4
19;2645;4
19;25219.5;5
19;585.921;10
19;147.414;4
19;76.9294;9
19;399.211;3
19;83.87;9
19;11941.3;4
19;154.785;10
19;81.1221;6
19;300.006;9
19;812.519;6
19;773.3;5
19;426.458;3
19;6480.22;1
19;534168;5
19;163.13;9
19;80185.5;2
19;317.677;1
19;116.139;9
19;53707.2;5
19;109.178;2
19;3439.99;3
19;76.6183;8
19;498.431;9
19;437.775;7
19;4752.38;6
19;166.284;3
19;394.186;9
19;153.912;8
19;1520.34;6
19;116.389;3
19;812.237;11
19;1574.06;6
19;2368.18;5
19;555.772;2
19;242117;4
19;120.15;6
19;78.0637;6
19;137.701;9
19;1361.1;8
19;11141.4;6
19;1945.6;4
19;1634.15;4
19;1654.79;2
19;2532.5;2
19;72.3612;6
19;761.705;9
19;78.3837;7
19;101.984;6
19;30424;0
19;74.9358;10
19;215.443;14
19;511.046;3
19;3518.82;3
19;289.446;5
19;2575.37;7
19;4154.65;3
19;74.6609;5
19;8832.39;11
19;52819.6;6
20;234.754;6
20;283.874;14
20;18612.9;5
20;157.663;4
20;541.779;5
20;7310.98;3
20;759.86;7
20;86.4051;1
20;341940;3
20;152.421;8
20;1102.92;8
20;127.687;9
20;341.831;10
20;2302.5;6
20;461.974;8
20;80.5943;6
20;610.267;5
20;172026;11
20;98.6639;6
20;5099.53;7
20;340.813;12
20;2047.95;5
20;979.147;8
20;482.956;4
20;147.69;11
20;1583.77;6
20;941.333;5
20;83.6676;8
20;218.894;4
20;766.164;5
20;187.085;7
20;28957.2;1
20;5749.78;8
20;105.121;8
20;174.719;7
20;41543.9;8
20;166.416;10
20;35422.4;3
20;173.414;8
20;260384;9
20;609.807;10
20;1697.45;3
20;69.5241;10
20;157.176;8
20;82.0346;6
20;3643.58;7
20;278.01;12
20;621.43;10
20;90.0484;12
20;131.65;7
20;18482.7;3
20;73.9285;7
20;74.9629;9
20;98.2391;11
20;366.805;8
20;286.362;5
20;4951.82;2
20;86.4096;2
20;134.991;6
20;560.286;7
20;7618.9;5
20;133.857;6
20;1485.79;6
20;87.1025;6
20;4500;11
20;2555.57;5
20;6473.33;6
20;75.1472;12
20;3402.62;10
20;97.2018;8
20;1762.24;7
20;74.7349;13
